,Word,Definition
3033,achilles,achilles lrb also akhilleus or achilleus ancient greek rrb was a hero in greek mythology
3034,achilles,he was an important person in the trojan war and in homer s iliad
3035,achilles,achilles was the son of peleus and the nereid thetis
3036,achilles,he had a son named neoptolemus with deidamea
3037,achilles,greek mythology the hero of homer s iliad the son of peleus and thetis and slayer of hector
3038,achilles,semi divine hero son of peleus and the nymph thetis prince and leader of the myrmidons great warrior of the achaean greek camp killed in the trojan war central character of the iliad
3039,achilles,a mythical greek hero of the iliad a foremost greek warrior at the seige of troy
3040,achilles,an argument otherwise called achilles and the tortoise which was proposed by zeno of elea to prove that motion is impossible
3041,achilles,a mythical greek hero of the iliad a foremost greek warrior at the siege of troy when he was a baby his mother tried to make him immortal by bathing him in a magical river but the heel by which she held him remained vulnerable his achilles heel
3042,achilles,achilles lrb also akhilleus or achilleus ancient greek rrb was a hero in greek mythology
3043,achilles,he was an important person in the trojan war and in homer s iliad
3044,achilles,achilles was the son of peleus and the nereid thetis
3045,achilles,he had a son named neoptolemus with deidamea
3046,sarong,a garment consisting of a length of printed cloth wrapped about the waist that is worn by men and women in malaysia indonesia and the pacific islands
3047,sarong,a garment made of a length of printed cloth wrapped about the waist that is commonly worn by men and women in malaysia sri lanka india indonesia and the pacific islands
3048,sarong,a sort of petticoat worn by both sexes in java and the malay archipelago
3049,sarong,a garment used in the indian archipelago consisting of a piece of cloth which envelops the lower part of the body worn by both sexes
3050,sarong,hence the cotton cloth generally used for this garment especially the printed cotton imported from europe to which the name has been given as a trade designation
3051,sarong,a loose skirt consisting of brightly colored fabric wrapped around the body worn by both women and men in the south pacific
3052,sarong,a loose skirt consisting of brightly colored fabric wrapped around the body
3052,sarong, worn by both women and men in the south pacific
3053,goosefish,see angler.
3054,florulent,flowery
3054,florulent, blossoming.
3056,tranect,a ferry.
3057,accession,the act of attaining or gaining access to a new office or right or position (especially the throne)
3060,hedera,old world woody vines
3061,resentful,full of characterized by or inclined to feel indignant ill will
3062,resentful,inclined to resent who tends to harbor resentment when wronged
3063,resentful,harboring resentment full of resentment at a given moment
3064,resentful,inclined to resent easily provoked to anger irritable
3065,resentful,inclined or apt to resent full of resentment
3066,resentful,strong synonyms strong irascible choleric vindictive ill tempered
3067,resentful,full of or marked by resentment or indignant ill will
3068,resentful,full of or marked by resentment or indignant ill will
3070,knittle,a string that draws together a purse or bag.
3071,knittle,see nettles.
3072,kingmaker,an important person who can bring leaders to power through the exercise of political influence
3073,wiver,alt. of wivern
3074,pharaon,see pharaoh  2.
3075,hives,the croup.
3076,hives,an eruptive disease (varicella globularis)  allied to the chicken pox.
3078,hyperspectral,describing any technique that employs a large part of the electromagnetic spectrum especially that includes those parts of the spectrum invisible to the eye
3079,hyperspectral,describing very high definition spectral imaging
3080,thunderstorm,a transient sometimes violent storm of thunder and lightning often accompanied by rain and sometimes hail
3081,thunderstorm,a storm consisting of thunder and lightning produced by a cumulonimbus usually accompanied with rain or hail
3082,thunderstorm,a more severe thunderstorm can cause mesocyclones
3083,thunderstorm,a storm accompanied with lightning and thunder
3084,thunderstorm,a storm accompanied by lightning and thunder occurring when the atmosphere is in a state of unstable equilibrium and has a high relative humidity
3085,thunderstorm,a storm resulting from strong rising air currents heavy rain or hail along with thunder and lightning
3086,thunderstorm,thunderstorms are small intense weather systems that make strong winds heavy rain lightning and thunder
3087,thunderstorm,thunderstorms can happen anywhere with two conditions the air near the earth s surface must be warm and moist lrb with lots of liquid rrb and the atmosphere must be unstable
3088,thunderstorm,lightning bolts hit the earth every second and at any one moment about thunderstorms happen around the earth
3089,thunderstorm,a storm resulting from strong rising air currents
3089,thunderstorm, heavy rain or hail along with thunder and lightning
3092,taste-tester,someone who samples food or drink for its quality
3093,toggle,a wooden pin tapering toward both ends with a groove around its middle  fixed transversely in the eye of a rope to be secured to any other loop or bight or ring
3093,toggle, a kind of button or frog capable of being readily engaged and disengaged for temporary purposes.
3094,toggle,two rods or plates connected by a toggle joint.
3095,orgulous,see orgillous.
3096,assithment,see assythment.
3097,bereft,of bereave
3098,bereft,imp. & p. p. of bereave.
3099,hepworth,british sculptor (1902-1975)
3100,dialyzer,a machine equipped with a semipermeable membrane and used for performing dialysis
3101,dialyzer,the part of a hemodialysis machine that performs filtration by unequal diffusion through membranes
3102,dialyzer,the instrument or medium used to effect chemical dialysis
3103,dialyzer,the parchment paper or septum stretched over a wooden or gutta percha ring used in the operation of dialysis
3104,dialyzer,also spelled dialyser
3105,dialyzer,a medical instrument for separating substances in solution by unequal diffusion through semipermeable membranes
3106,dialyzer,a medical instrument for separating substances in solution by unequal diffusion through semipermeable membranes
3107,oratory,the art of public speaking
3108,oratory,eloquence or skill in making speeches to the public
3109,oratory,public speaking marked by the use of overblown rhetoric
3110,oratory,a place for prayer such as a small private chapel
3111,oratory,a roman catholic religious society founded in by saint philip neri and consisting of secular priests
3112,oratory,a branch or church of this society
3113,oratory,the art of public speaking especially in a formal expressive or forceful manner
3114,oratory,eloquence the quality of artistry and persuasiveness in speech or writing
3115,oratory,a private chapel
3116,oratory,a large roman catholic church
3117,oratory,a place of orisons or prayer especially a chapel or small room set apart for private devotions
3118,oratory,the art of an orator the art of public speaking in an eloquent or effective manner the exercise of rhetorical skill in oral discourse eloquence
3119,oratory,oratoric as an oratory style
3120,oratory,the art of an orator the art of speaking well or of speaking according to the rules of rhetoric in order to please or persuade the art of public speaking
3121,oratory,the three principal branches of this art are deliberative epidictic and judicial oratory
3122,oratory,exercise of eloquence eloquent language eloquence as all his oratory was spent in vain
3123,oratory,prayer supplication the act of beseeching or petitioning
3124,oratory,a place for prayer or worship
3125,oratory,addressing an audience formally usually a long and rhetorical address and often pompous
3126,oratory,addressing an audience formally (usually a long and rhetorical address and often pompous)
3127,transire,a customhouse clearance for a coasting vessel
3127,transire, a permit.
3128,elephant-tusk,annual of southern united states to mexico having large whitish or yellowish flowers mottled with purple and a long curving beak
3129,established,introduced from another region and persisting without cultivation
3131,offensive,substitute a harsher or distasteful term for a mild one
3132,cheyennes,a warlike tribe of indians  related to the blackfeet formerly inhabiting the region of wyoming but now mostly on reservations in the indian territory. they are noted for their horsemanship.
3133,influencing,of influence
3135,shiah,same as shiite.
3136,shiah,a member of that branch of the mohammedans to which the persians belong. they reject the first three caliphs  and consider ali as being the first and only rightful successor of mohammed. they do not acknowledge the sunna or body of traditions respecting mohammed as any part of the law and on these accounts are treated as heretics by the sunnites or orthodox mohammedans.
3137,shiah,one of the two main branches of orthodox islam
3137,shiah, mainly in iran
3140,stanzas,of stanza
3141,poverty-stricken,poor enough to need help from others
3142,doniferous,bearing gifts.
3143,pepo,any fleshy fruit with a firm rind as a pumpkin melon or gourd
3144,pepo,in botany a fruit like that of the gourd a name given to the fruit of the cucurbitaceæ of which the gourd squash cucumber and melon are familiar examples
3145,eubryales,mosses with perennial erect gametophores and stems with rows of leaves and drooping capsules
3146,paleography,the study of ancient forms of writing (and the deciphering of them)
3147,hardened,of harden
3148,hardened,made hard  or compact
3148,hardened, made unfeeling or callous
3148,hardened, made obstinate or obdurate
3148,hardened, confirmed in error or vice.
3149,hedonism,an ethical system that evaluates the pursuit of pleasure as the highest good
3152,camelus,type genus of the camelidae: camels
3153,unproficiency,want of proficiency or improvement.
3154,ceratopsian,any of several four-footed herbivorous dinosaurs with enormous beaked skulls
3154,ceratopsian, of the late cretaceous in north america and mongolia
3155,cohibit,to restrain.
3156,tecum,see tucum.
3157,conder,one who watches shoals of fish
3157,conder, a balker. see balker.
3159,restringency,quality or state of being restringent
3159,restringency, astringency.
3160,bicaudate,two-tailed
3160,bicaudate, bicaudal.
3161,altazimuth,an instrument that measures the altitude and azimuth of celestial bodies
3161,altazimuth, used in navigation
3162,tiled,of tile
3163,mycomycin,a highly unsaturated antibiotic acid obtained from an actinomycete
3165,antiparallels,straight lines or planes which make angles in some respect opposite in character to those made by parallel lines or planes.
3166,spicula,a little spike
3166,spicula, a spikelet.
3167,spicula,a pointed fleshy appendage.
3168,spicula,of spiculum
3169,erection,the act of erecting  or raising upright
3169,erection, the act of constructing as a building or a wall or of fitting together the parts of as a machine
3169,erection, the act of founding or establishing as a commonwealth or an office
3169,erection, also the act of rousing to excitement or courage.
3170,erection,the state of being erected  lifted up built established or founded
3170,erection, exaltation of feelings or purposes.
3171,erection,state of being stretched to stiffness
3171,erection, tension.
3172,erection,anything erected
3172,erection, a building of any kind.
3173,erection,the state of a part which  from having been soft has become hard and swollen by the accumulation of blood in the erectile tissue.
3174,purpling,of purple
3175,bullpout,see bullhead  1 (b).
3176,swinebread,the truffle.
3178,epaxial,above  or on the dorsal side of the axis of the skeleton
3178,epaxial, episkeletal.
3179,premature,occurring growing or existing before the customary correct or assigned time uncommonly or unexpectedly early a premature end
3180,premature,born after a gestation period of less than the normal time a premature infant
3181,premature,occurring before a state of readiness or maturity has arrived
3182,premature,taking place earlier than anticipated prepared for or desired
3183,premature,suffering from premature ejaculation
3184,premature,mature or ripe before the proper time
3185,premature,happening arriving existing or performed before the proper or usual time adopted too soon too early untimely
3186,premature,arriving or received without due authentication or evidence
3187,premature,arriving too early at maturity mature or ripe before the proper time hence coming into existence or occurring too soon too early untimely overhasty
3188,premature,uncommonly early or before the expected time
3189,premature,born after a gestation period of less than the normal time
3190,premature,too soon or too hasty
3191,premature,uncommonly early or before the expected time
3192,digenous,sexually reproductive.
3193,pock-fretten,see pockmarked.
3195,eventration,a tumor containing a large portion of the abdominal viscera  occasioned by relaxation of the walls of the abdomen.
3196,eventration,a wound  of large extent in the abdomen through which the greater part of the intestines protrude.
3197,eventration,the act af disemboweling.
3199,remanence,alt. of remanency
3200,institutionalism,adherence to or belief in established forms especially belief in organized religion
3201,institutionalism,use of public institutions for the care of people who are physically or mentally disabled criminally delinquent or incapable of independent living
3202,institutionalism,adherence to the established religion or to established codes of conduct
3203,institutionalism,the use of public institutions in health care and social services
3204,institutionalism,the character of being institutional in theology the spirit which lays great emphasis on the institutions of religion
3205,parabolical,of the nature of a parable
3205,parabolical, expressed by a parable or figure
3205,parabolical, allegorical
3205,parabolical, as  parabolical instruction.
3206,parabolical,having the form or nature of a parabola
3206,parabolical, pertaining to  or resembling a parabola
3206,parabolical, as a parabolic curve.
3207,parabolical,generated by the revolution of a parabola  or by a line that moves on a parabola as a directing curve
3207,parabolical, as a parabolic conoid.
3209,peopled,of people
3210,peopled,stocked with  or as with people
3210,peopled, inhabited.
3211,nonability,want of ability.
3212,nonability,an exception taken against a plaintiff in a cause  when he is unable legally to commence a suit.
3214,cratered,a bowl shaped depression at the mouth of a volcano or geyser
3215,cratered,a bowl shaped depression in a surface made by an explosion or the impact of a body such as a meteoroid
3216,cratered,a pit a hollow
3217,cratered,variant of krater
3218,cratered,to make craters in the missiles did not
3219,cratered,crater the airfield tom clancy
3220,cratered,to form a crater or craters
3221,cratered,slang to fall and crash violently from a great height
3222,cratered,slang to fail utterly talked about how tough times were in texas since the oil business cratered stephen coonts
3223,cratered,a hemispherical pit created by the impact of a meteorite or other object
3224,cratered,the basinlike opening or mouth of a volcano through which the chief eruption comes similarly the mouth of a geyser about which a cone of silica is often built up
3225,cratered,the pit left by the explosion of a mine or bomb
3226,cratered,any large roughly circular depression or hole
3227,cratered,to collapse catastrophically implode hollow out to become devastated or completely destroyed
3228,cratered,to crash or fall
3229,cratered,a term of endearment a dote a wretched thing
3230,cratered,the basinlike opening or mouth of a volcano through which the chief eruption comes similarly the mouth of a geyser about which a cone of silica is often built up
3231,cratered,the pit left by the explosion of a bomb shell or mine
3232,cratered,a constellation of the southen hemisphere called also the cup
3233,cratered,crateres krā tē rēz
3234,cratered,in classical antiquity a large vessel or vase in which water was mixed with wine according to accepted formulas and from which it was dipped out and served to the guests in the smaller pouring vessels oinochoe
3235,cratered,in geology the cup shaped depression or cavity of a volcano forming the orifice through which the erupted material finds its way to the surface or has done so in former times if the volcano is at present extinct or dormant
3236,cratered,milit a cavity formed by the explosion of a military mine
3237,cratered,any hollow made in the earth by subterranean forces
3238,cratered,capitalized an ancient southern constellation south of leo and virgo
3239,cratered,it is supposed to represent a vase with two handles and a base
3240,cratered,in electricity a hollow cavity formed in the positive carbon of an arclamp when continuous currents are used
3241,cratered,a caldera
3242,cratered,a faint constellation in the southern hemisphere near hydra and corvus
3243,cratered,a bowl shaped geological formation at the top of a volcano
3244,cratered,a bowl shaped depression formed by the impact of a meteorite or bomb
3245,synchrony,simultaneous occurrence synchronism
3246,synchrony,synchronicity the state of two or more events occurring at the same time
3247,synchrony,the concurrence of events in time synchronism
3248,synchrony,occurrence or existence at the same time simultaneity
3249,synchrony,the relation that exists when things occur at the same time
3250,synchrony,the relation that exists when things occur at the same time
3251,paton,south african writer (1903-1988)
3252,longness,duration as an extension
3253,alkekengi,an herbaceous plant of the nightshade family (physalis alkekengi) and its fruit  which is a well flavored berry the size of a cherry loosely inclosed in a enlarged leafy calyx
3253,alkekengi, -- also called winter cherry ground cherry and strawberry tomato.
3255,fishwife,a woman who sells fish
3256,fishwife,a woman regarded as coarse and shrewishly abusive
3257,fishwife,a woman who sells or works with fish
3258,fishwife,the female form of fishmonger
3259,fishwife,a vulgar abusive or nagging woman with a loud unpleasant voice
3260,fishwife,term of abuse usually directed at women implying lack of personal hygiene
3261,fishwife,a fishwoman
3262,fishwife,a woman who abusively scolds other people often using coarse or vulgar language
3263,fishwife,a woman who sells fish
3264,fishwife,someone who sells fish
3265,fishwife,someone who sells fish
3266,plenteous,abundant copious
3267,plenteous,producing or yielding in abundance
3268,plenteous,see synonyms at plentiful
3269,plenteous,in plenty abundant
3270,plenteous,having plenty abounding rich
3271,plenteous,containing plenty abundant copious plentiful sufficient for every purpose
3272,plenteous,yielding abundance productive fruitful
3273,plenteous,having plenty abounding rich
3274,plenteous,abundant copious full plentiful wholly sufficient for every purpose or need as a plenteous supply of provisions
3275,plenteous,yielding abundance fruitful productive
3276,plenteous,bountifully or abundantly supplied well provided for rich characterized by plenty formerly sometimes followed by of before the thing that abounds or is plentiful as plenteous in grace plenteous of good fish
3277,plenteous,bounteous or bountiful in giving generous open handed
3278,plenteous,strong synonyms strong copious etc
3279,plenteous,affording an abundant supply
3280,plenteous,affording an abundant supply
3281,have,to be in possession of already had a car
3282,have,to possess as a characteristic quality or function has a beard had a great deal of energy
3283,have,to possess or contain as a constituent part a car that has air bags
3284,have,to occupy a particular relation to had many disciples
3285,have,to possess knowledge of or facility in has very little spanish
3286,have,to hold in the mind entertain had doubts about their loyalty
3287,have,to use or exhibit in action have compassion
3288,have,to come into possession of acquire not one copy of the book was to be had in the entire town
3289,have,to receive get i had a letter from my cousin
3290,have,to accept take i ll have the peas instead of the spinach
3291,have,to suffer from have defective vision
3292,have,to be subject to the experience of had a difficult time last winter
3293,have,to cause to do something as by persuasion or compulsion had my assistant run the errand
3294,have,to cause to be in a specified place or state had the guests in the dining room had everyone fascinated
3295,have,to permit allow i won t have that kind of behavior in my house
3296,have,to carry on perform or execute have an argument
3297,have,to place at a disadvantage your opponent in the debate had you on every issue
3298,have,informal to get the better of especially by trickery or deception they realized too late that they d been had by a swindler
3299,have,informal to influence by dishonest means bribe an incorruptible official who could not be had
3300,have,to procreate offspring wanted to have a child
3301,have,to give birth to bear she s going to have a baby
3302,have,to partake of have lunch
3303,have,to be obliged to must we simply have to get there on time
3304,have,to engage in sexual intercourse with
3305,have,used with a past participle to form the present perfect past perfect and future perfect tenses indicating completed action the troublemaker has gone for good
3306,have,i regretted that i had lost my temper
3307,have,they will have finished by the time we arrive
3308,have,one enjoying especially material wealth almost overnight there was a new and widespread hostility on the part of the haves toward the have nots thomas p
3309,have,have at to attack
3310,have,have on to wear had on red shoes
3311,have,have on to be scheduled we have a dinner party on for friday
3312,have,better usage problem to be wise or obliged to should or must he had better do what he is told
3313,have,you had best bring a raincoat in this weather
3314,have,have done with to stop cease have done with your quibbling
3315,have,have had it informal to have endured all that one can i ve had it with their delays
3316,have,have had it informal to be in a state beyond remedy repair or salvage that coat has had it
3317,have,have had it informal to have done everything that is possible or that will be permitted
3318,have,have it to assert maintain rumor has it that he quit
3319,have,have it to think and act with respect to something being considered have it your way
3320,have,have it to gain a victory in a voice vote the ayes have it
3321,have,have it in for someone to intend to harm especially because of a grudge
3322,have,have it out to settle decisively especially by means of an argument or a discussion
3323,have,have something coming to deserve what one receives you had that reprimand coming for a very long time
3324,have,have to do with to be concerned or associated with
3325,have,to possess own hold
3326,have,to be related in some way to with the object identifying the relationship
3327,have,to partake of a particular substance especially a food or drink or action
3328,have,used in forming the perfect aspect and the past perfect aspect
3329,have,must
3330,have,to give birth to
3331,have,to engage in sexual intercourse with
3332,have,to cause to by a command or request
3333,have,to cause to be
3334,have,to be affected by an occurrence
3335,have,used in supplying a topic that is not a verb argument
3336,have,to depict as being
3337,have,used as interrogative auxiliary verb with a following pronoun to form tag questions
3338,have,for further discussion see usage notes below
3339,have,to defeat in a fight take
3340,have,to be able to speak a language
3341,have,to feel or be especially painfully aware of
3342,have,to be afflicted with to suffer from to experience something negative
3343,have,to trick to deceive
3344,have,allow
3345,have,to hold in possession or control to own
3346,have,to possess as something which appertains to is connected with or affects one
3347,have,to accept possession of to take or accept
3348,have,to get possession of to obtain to get
3349,have,to cause or procure to be to effect to exact to desire to require
3350,have,to bear as young
3351,have,to hold regard or esteem
3352,have,to cause or force to go to take
3353,have,to take or hold one s self to proceed promptly used reflexively often with ellipsis of the pronoun
3354,have,to be under necessity or obligation to be compelled followed by an infinitive
3355,have,to understand
3356,have,to put in an awkward position to have the advantage of
3357,have,to hold own or possess as an appurtenance property attribute or quality hold in possession as to have and to hold
3358,have,to hold by accepting receiving obtaining gaining or acquiring in any way become possessed of or endowed with be in receipt of get as he has high wages they have had ten children
3359,have,to contain or comprise as an adjunct or component part as the work has an index his wit has a spice of malice
3360,have,to hold for use or disposal actually or potentially hold the control over or right to as to have the floor in debate to have the deal in card playing to have authority
3361,have,to hold in exercise or consideration entertain maintain as to have a wish opinion or objection to have a discussion
3362,have,to possess knowledge of be acquainted with take the meaning of understand
3363,have,to experience enjoy or suffer be affected with as to have hospitable entertainment to have a headache to have one s wish
3364,have,to hold in estimation maintain regard followed by in or a clause
3365,have,to hold in one s power or at a disadvantage
3366,have,to move or remove cause or compel to move often reflexive with the subject or object or both unexpressed as have it out of sight
3367,have,to hold or acknowledge as a duty or necessary thing to do be under physical or moral compulsion constraint necessity or obligation to do be obliged followed by an infinitive with to with or without a noun or pronoun as object as i have a great deal to do i have to go he has to refund the money
3368,have,to bring into possession or use procure provide take
3369,have,to procure or permit to be or to be done cause let allow etc as to have one s horse shod i will not have such conduct
3370,have,to be used indefinitely in certain idiomatic expressions and phrases mentioned below
3371,have,an auxiliary forming with the past participle of the principal verb the compound tenses of verbs including have both transitive and intransitive sometimes with another auxiliary as i have or had done it he will have departed by that time you should not have gone
3372,have,have a personal or business relationship with someone
3373,have,receive willingly something given or offered
3374,have,serve oneself to or consume regularly
3375,have,have ownership or possession of
3376,have,have left
3377,have,undergo as of injuries and illnesses
3378,have,cause to move cause to be in a certain position or condition
3379,have,have or possess either in a concrete or an abstract sense
3380,have,undergo
3381,have,suffer from be ill with
3382,have,have sex with archaic use
3383,have,have as a feature
3384,have,get something come into possession of
3385,have,a person who possesses great material wealth
3386,have,go through mental or physical states or experiences
3387,have,be confronted with
3388,have,achieve a point or goal
3389,have,cause to be born
3390,have,cause to do cause to act in a specified manner
3391,have,organize or be responsible for
3392,have,of have
3393,have,of have
3394,have,a person who possesses great material wealth
3395,natron,native sodium carbonate.
3397,yawp,complain whiningly
3398,bacillaceae,typically rod-shaped usually gram-positive bacteria that produce endospores
3400,exogamous,relating to exogamy
3400,exogamous, marrying outside of the limits of one's own tribe
3400,exogamous, -- opposed to endogenous.
3401,brushy,resembling a brush
3401,brushy, shaggy
3401,brushy, rough.
3403,firedog,metal supports for logs in a fireplace
3404,serpentine,resembling a serpent
3404,serpentine, having the shape or qualities of a serpent
3404,serpentine, subtle
3404,serpentine, winding or turning one way and the other  like a moving serpent
3404,serpentine, anfractuous
3404,serpentine, meandering
3404,serpentine, sinuous
3404,serpentine, zigzag
3404,serpentine, as serpentine braid.
3405,serpentine,a mineral or rock consisting chiefly of the hydrous silicate of magnesia. it is usually of an obscure green color  often with a spotted or mottled appearance resembling a serpent's skin. precious or noble serpentine is translucent and of a rich oil-green color.
3406,serpentine,a kind of ancient cannon.
3407,serpentine,to serpentize.
3408,pitch-faced,having the arris defined by a line beyond which the rock is cut away  so as to give nearly true edges
3408,pitch-faced, -- said of squared stones that are otherwise quarry-faced.
3413,electrophorus,a simple electrostatic generator that generates repeated charges of static electricity
3414,enforceable,capable of being enforced
3415,exinanite,to make empty
3415,exinanite, to render of no effect
3415,exinanite, to humble.
3417,pigmentous,pigmental.
3418,omnivora,a group of ungulate mammals including the hog and the hippopotamus. the term is also sometimes applied to the bears  and to certain passerine birds.
3420,thoroughbred,a purebred or pedigreed animal especially a horse
3421,thoroughbred,any of a breed of horses bred chiefly for racing originating from a cross between arabian stallions and english mares
3422,thoroughbred,a well bred person
3423,thoroughbred,bred of pure stock purebred
3424,thoroughbred,relating or belonging to horses of the thoroughbred
3425,thoroughbred,thoroughly trained or educated well bred
3426,thoroughbred,bred from pure stock
3427,thoroughbred,well bred and properly educated
3428,thoroughbred,a particular breed of horse this does not refer to any purebred horse
3429,thoroughbred,a well bred person
3430,thoroughbred,a person of uncommon strength or endurance
3431,thoroughbred,bred from the best blood through a long line pure blooded said of stock as horses
3432,thoroughbred,hence having the characteristics of such breeding mettlesome courageous of elegant form or the like
3433,thoroughbred,of pure or unmixed breed stock or race bred from a sire and dam of the purest or best blood
3434,thoroughbred,hence having the qualities characteristic of pure breeding high spirited mettlesome elegant or graceful in form or bearing sometimes applied colloquially to persons
3435,thoroughbred,thoroughgoing thorough
3436,thoroughbred,an animal especially a horse of pure blood stock or race strictly and as noting horses a race horse all of whose ancestors for a given number of generations seven in england five in america are recorded in the stud book
3437,thoroughbred,a well bred person
3438,thoroughbred,a racehorse belonging to a breed that originated from a cross between arabian stallions and english mares
3439,thoroughbred,a pedigreed animal of unmixed lineage used especially of horses
3440,thoroughbred,having a list of ancestors as proof of being a purebred animal
3441,thoroughbred,thoroughbred is a type of horse
3442,thoroughbred,they are mainly used for racing
3443,thoroughbred,a purebred or pedigreed animal especially a horse
3444,thoroughbred,any of a breed of horses bred chiefly for racing originating from a cross between arabian stallions and english mares
3445,thoroughbred,a well bred person
3446,thoroughbred,bred of pure stock purebred
3447,thoroughbred,relating or belonging to horses of the thoroughbred
3448,thoroughbred,thoroughly trained or educated well bred
3449,thoroughbred,bred from pure stock
3450,thoroughbred,well bred and properly educated
3451,thoroughbred,a particular breed of horse this does not refer to any purebred horse
3452,thoroughbred,a well bred person
3453,thoroughbred,a person of uncommon strength or endurance
3454,thoroughbred,bred from the best blood through a long line pure blooded said of stock as horses
3455,thoroughbred,hence having the characteristics of such breeding mettlesome courageous of elegant form or the like
3456,thoroughbred,of pure or unmixed breed stock or race bred from a sire and dam of the purest or best blood
3457,thoroughbred,hence having the qualities characteristic of pure breeding high spirited mettlesome elegant or graceful in form or bearing sometimes applied colloquially to persons
3458,thoroughbred,thoroughgoing thorough
3459,thoroughbred,an animal especially a horse of pure blood stock or race strictly and as noting horses a race horse all of whose ancestors for a given number of generations seven in england five in america are recorded in the stud book
3460,thoroughbred,a well bred person
3461,thoroughbred,a racehorse belonging to a breed that originated from a cross between arabian stallions and english mares
3462,thoroughbred,a pedigreed animal of unmixed lineage used especially of horses
3463,thoroughbred,having a list of ancestors as proof of being a purebred animal
3464,thoroughbred,thoroughbred is a type of horse
3465,thoroughbred,they are mainly used for racing
3466,thoroughbred,having a list of ancestors as proof of being a purebred animal
3467,impugnation,act of impugning
3467,impugnation, opposition
3467,impugnation, attack.
3468,lego,alternative spelling of lego
3469,lego,trademark a child s plastic construction set for making mechanical models
3470,lego,lego also called lego is a type of building toy created and made by the lego group a company in denmark
3471,lego,lego bricks are colorful plastic building blocks that can be joined together easily
3472,lego,lego blocks are joined together by studs on the top and holes in the bottom of the brick commonly known as the stud and tube connection
3473,lego,lego is the most popular building toy in the world
3474,lego,alternative spelling of lego
3475,lego,trademark a child s plastic construction set for making mechanical models
3476,lego,lego also called lego is a type of building toy created and made by the lego group a company in denmark
3477,lego,lego bricks are colorful plastic building blocks that can be joined together easily
3478,lego,lego blocks are joined together by studs on the top and holes in the bottom of the brick commonly known as the stud and tube connection
3479,lego,lego is the most popular building toy in the world
3480,schemeful,full of schemes or plans.
3481,prosaical,of or pertaining to prose
3481,prosaical, resembling prose
3481,prosaical, in the form of prose
3481,prosaical, unpoetical
3481,prosaical, writing or using prose
3481,prosaical, as  a prosaic composition.
3482,prosaical,dull
3482,prosaical, uninteresting
3482,prosaical, commonplace
3482,prosaical, unimaginative
3482,prosaical, prosy
3482,prosaical, as  a prosaic person.
3485,concomitantly,in company with others
3485,concomitantly, unitedly
3485,concomitantly, concurrently.
3486,ensuable,ensuing
3486,ensuable, following.
3488,spiked,containing alcohol or drugs often without the informing those who partake
3489,spiked,having spikes
3490,spiked,of a graph or trend that has rapidly reached a maximum
3491,spiked,simple past tense and past participle of spike
3492,spiked,furnished or set with spikes as corn fastened with spikes stopped with spikes
3493,spiked,having a long sharp point
3494,spiked,having a long sharp point
3495,allemande,a stately century dance in duple meter
3496,allemande,music a composition written to or as if to accompany this dance often used as the first movement of a suite
3497,allemande,a lively dance of the mid century in triple meter
3498,allemande,a popular instrumental dance form in baroque music and a standard element of a suite generally the first or second movement
3499,allemande,a dance in moderate twofold time invented by the french in the reign of louis xiv now mostly found in suites of pieces like those of bach and handel
3500,allemande,a figure in dancing
3501,allemande,in music the first movement after the prelude in a suite
3502,allemande,a german dance in time resembling the older style of waltz and often so called
3503,allemande,a german national dance in lively time
3504,allemande,a figure in dancing
3505,allemande,egg thickened veloute
3506,allemande,an allemande lrb spelt allemanda in italian rrb is a dance that was popular in baroque music of the and early centuries
3507,allemande,the word comes from the french word for german
3508,allemande,egg-thickened veloute
3509,water motor,a water engine.
3510,water motor,a water wheel
3510,water motor, especially  a small water wheel driven by water from a street main.
3511,retaining,of retain
3512,dislodgment,the act or process of dislodging  or the state of being dislodged.
3514,glatified,pleased
3514,glatified, indulged according to desire.
3515,gynecological,of or pertaining to gynecology
3516,gynecological,of or pertaining to gynecology
3517,gynecological,of or pertaining to gynecology
3518,gynecological,of or relating to or practicing gynecology
3519,gynecological,of or relating to or practicing gynecology
3520,diplomatist,an official engaged in international negotiations
3521,skutterudite,a mineral of a bright metallic luster and tin-white to pale lead-gray color. it consists of arsenic and cobalt.
3522,lubricity,smoothness
3522,lubricity, freedom from friction
3522,lubricity, also  property which diminishes friction
3522,lubricity, as the lubricity of oil.
3523,lubricity,slipperiness
3523,lubricity, instability
3523,lubricity, as  the lubricity of fortune.
3524,lubricity,lasciviousness
3524,lubricity, propensity to lewdness
3524,lubricity, lewdness
3524,lubricity, lechery
3524,lubricity, incontinency.
3525,piatti,cymbals.
3526,monotonous,uttered in one unvarying tone
3526,monotonous, continued with dull uniformity
3526,monotonous, characterized by monotony
3526,monotonous, without change or variety
3526,monotonous, wearisome.
3528,purprise,a close or inclosure
3528,purprise, the compass of a manor.
3529,north,that one of the four cardinal points of the compass  at any place which lies in the direction of the true meridian and to the left hand of a person facing the east
3529,north, the direction opposite to the south.
3530,north,any country or region situated farther to the north than another
3530,north, the northern section of a country.
3531,north,specifically: that part of the united states lying north of mason and dixon's line. see under line.
3532,north,lying toward the north
3532,north, situated at the north  or in a northern direction from the point of observation or reckoning
3532,north, proceeding toward the north or coming from the north.
3533,north,to turn or move toward the north
3533,north, to veer from the east or west toward the north.
3534,north,northward.
